Time,root.test.d5.s1,root.test.d5.s2,root.test.d5.s3
2021-06-10 16:24:28,543,705.9,1248.9
2021-06-10 16:24:30,516,670.8,1186.8
2021-06-10 16:24:32,516,670.8,1186.8
2021-06-10 16:24:35,516,670.8,1186.8
2021-06-10 16:24:37,536,696.8,1232.8
2021-06-10 16:24:39,536,696.8,1232.8
2021-06-10 16:24:41,521,677.3,1198.3
2021-06-10 16:24:43,521,677.3,1198.3
2021-06-10 16:24:46,521,677.3,1198.3
2021-06-10 16:24:48,524,681.2,1205.2
2021-06-10 16:24:50,524,681.2,1205.2
2021-06-10 16:24:55,520,676.0,1196.0
2021-06-10 16:24:58,520,676.0,1196.0
2021-06-10 16:25:00,506,657.8,1163.8
2021-06-10 16:25:02,506,657.8,1163.8
2021-06-10 16:25:05,506,657.8,1163.8
2021-06-10 16:25:07,536,696.8,1232.8
2021-06-10 16:25:09,536,696.8,1232.8
2021-06-10 16:25:11,536,696.8,1232.8
2021-06-10 16:25:15,526,683.8,1209.8
2021-06-10 16:25:17,526,683.8,1209.8
2021-06-10 16:25:19,531,690.3,1221.3
2021-06-10 16:25:25,512,665.6,1177.6
2021-06-10 16:25:28,512,665.6,1177.6
2021-06-10 16:25:30,512,665.6,1177.6
2021-06-10 16:25:32,530,689.0,1219.0
2021-06-10 16:25:34,530,689.0,1219.0
2021-06-10 16:25:36,530,689.0,1219.0
2021-06-10 16:25:39,528,686.4,1214.4
2021-06-10 16:25:44,515,669.5,1184.5
2021-06-10 16:25:48,515,669.5,1184.5
2021-06-10 16:25:50,514,668.2,1182.2
2021-06-10 16:25:52,514,668.2,1182.2
2021-06-10 16:25:54,514,668.2,1182.2
2021-06-10 16:25:56,511,664.3,1175.3
2021-06-10 16:25:59,511,664.3,1175.3
2021-06-10 16:26:02,529,687.7,1216.7
2021-06-10 16:26:12,530,689.0,1219.0
2021-06-10 16:26:14,521,677.3,1198.3
2021-06-10 16:26:17,521,677.3,1198.3
2021-06-10 16:26:19,521,677.3,1198.3
2021-06-10 16:26:25,553,718.9,1271.9
2021-06-10 16:26:28,520,676.0,1196.0
2021-06-10 16:26:33,524,681.2,1205.2
2021-06-10 16:26:35,524,681.2,1205.2
2021-06-10 16:26:37,524,681.2,1205.2
2021-06-10 16:26:40,519,674.7,1193.7
2021-06-10 16:26:43,519,674.7,1193.7
2021-06-10 16:26:46,532,691.6,1223.6
2021-06-10 16:26:48,532,691.6,1223.6
2021-06-10 16:26:50,532,691.6,1223.6
2021-06-10 16:26:54,510,663.0,1173.0
2021-06-10 16:26:56,510,663.0,1173.0
2021-06-10 16:26:58,517,672.1,1189.1
2021-06-10 16:27:01,517,672.1,1189.1
2021-06-10 16:27:03,517,672.1,1189.1
2021-06-10 16:27:05,525,682.5,1207.5
2021-06-10 16:27:07,525,682.5,1207.5
2021-06-10 16:27:09,546,709.8,1255.8
2021-06-10 16:27:12,546,709.8,1255.8
2021-06-10 16:27:15,546,709.8,1255.8
2021-06-10 16:27:18,575,747.5,1322.5
2021-06-10 16:27:21,575,747.5,1322.5
2021-06-10 16:27:23,617,802.1,1419.1
2021-06-10 16:27:28,587,763.1,1350.1
2021-06-10 16:27:30,587,763.1,1350.1
2021-06-10 16:27:33,587,763.1,1350.1
2021-06-10 16:27:35,559,726.7,1285.7
2021-06-10 16:27:37,559,726.7,1285.7
2021-06-10 16:27:39,559,726.7,1285.7
2021-06-10 16:27:41,522,678.6,1200.6
2021-06-10 16:27:44,522,678.6,1200.6
2021-06-10 16:27:46,522,678.6,1200.6
2021-06-10 16:27:48,536,696.8,1232.8
2021-06-10 16:27:50,536,696.8,1232.8
2021-06-10 16:27:57,520,676.0,1196.0
2021-06-10 16:27:59,526,683.8,1209.8
2021-06-10 16:28:01,526,683.8,1209.8
2021-06-10 16:28:03,526,683.8,1209.8
2021-06-10 16:28:06,543,705.9,1248.9
2021-06-10 16:28:08,543,705.9,1248.9
2021-06-10 16:28:13,523,679.9,1202.9
2021-06-10 16:28:15,523,679.9,1202.9
2021-06-10 16:28:18,526,683.8,1209.8
2021-06-10 16:28:20,526,683.8,1209.8
2021-06-10 16:28:22,526,683.8,1209.8
2021-06-10 16:28:24,538,699.4,1237.4
2021-06-10 16:28:27,538,699.4,1237.4
2021-06-10 16:28:29,538,699.4,1237.4
2021-06-10 16:28:31,517,672.1,1189.1
2021-06-10 16:28:33,517,672.1,1189.1
2021-06-10 16:28:35,522,678.6,1200.6
2021-06-10 16:28:38,522,678.6,1200.6
2021-06-10 16:28:40,522,678.6,1200.6
2021-06-10 16:28:42,514,668.2,1182.2
2021-06-10 16:28:44,514,668.2,1182.2
2021-06-10 16:28:46,514,668.2,1182.2
2021-06-10 16:28:52,502,652.6,1154.6
2021-06-10 16:28:54,531,690.3,1221.3
2021-06-10 16:28:56,531,690.3,1221.3
2021-06-10 16:28:58,531,690.3,1221.3
2021-06-10 16:29:01,536,696.8,1232.8
2021-06-10 16:29:03,536,696.8,1232.8
2021-06-10 16:29:05,536,696.8,1232.8
2021-06-10 16:29:07,534,694.2,1228.2
2021-06-10 16:29:13,548,712.4,1260.4
2021-06-10 16:29:15,548,712.4,1260.4
2021-06-10 16:29:17,548,712.4,1260.4
2021-06-10 16:29:19,556,722.8,1278.8
2021-06-10 16:29:21,556,722.8,1278.8
2021-06-10 16:29:25,556,722.8,1278.8
2021-06-10 16:29:28,588,764.4,1352.4
2021-06-10 16:29:30,588,764.4,1352.4
2021-06-10 16:29:32,574,746.2,1320.2
2021-06-10 16:29:34,574,746.2,1320.2
2021-06-10 16:29:38,574,746.2,1320.2
2021-06-10 16:29:40,553,718.9,1271.9
2021-06-10 16:29:42,553,718.9,1271.9
2021-06-10 16:29:44,524,681.2,1205.2
2021-06-10 16:29:47,524,681.2,1205.2
2021-06-10 16:29:49,524,681.2,1205.2
2021-06-10 16:29:51,517,672.1,1189.1
2021-06-10 16:29:53,517,672.1,1189.1
2021-06-10 16:29:56,534,694.2,1228.2
2021-06-10 16:29:58,534,694.2,1228.2
2021-06-10 16:30:00,534,694.2,1228.2
2021-06-10 16:30:02,534,694.2,1228.2
2021-06-10 16:30:04,534,694.2,1228.2
2021-06-10 16:30:07,534,694.2,1228.2
2021-06-10 16:30:09,529,687.7,1216.7
2021-06-10 16:30:11,529,687.7,1216.7
2021-06-10 16:30:13,529,687.7,1216.7
2021-06-10 16:30:15,528,686.4,1214.4
2021-06-10 16:30:18,528,686.4,1214.4
2021-06-10 16:30:20,528,686.4,1214.4
2021-06-10 16:30:22,529,687.7,1216.7
2021-06-10 16:30:24,529,687.7,1216.7
2021-06-10 16:30:27,531,690.3,1221.3
2021-06-10 16:30:29,531,690.3,1221.3
2021-06-10 16:30:31,531,690.3,1221.3
2021-06-10 16:30:33,545,708.5,1253.5
2021-06-10 16:30:35,545,708.5,1253.5
2021-06-10 16:30:38,545,708.5,1253.5
2021-06-10 16:30:40,535,695.5,1230.5
2021-06-10 16:30:42,535,695.5,1230.5
2021-06-10 16:30:44,535,695.5,1230.5
2021-06-10 16:30:50,528,686.4,1214.4
2021-06-10 16:30:55,526,683.8,1209.8
2021-06-10 16:30:58,543,705.9,1248.9
2021-06-10 16:31:04,543,705.9,1248.9
2021-06-10 16:31:07,589,765.7,1354.7
2021-06-10 16:31:10,628,816.4,1444.4
2021-06-10 16:31:12,628,816.4,1444.4
2021-06-10 16:31:14,628,816.4,1444.4
2021-06-10 16:31:16,575,747.5,1322.5
2021-06-10 16:31:19,575,747.5,1322.5
2021-06-10 16:31:21,575,747.5,1322.5
2021-06-10 16:31:23,541,703.3,1244.3
2021-06-10 16:31:25,541,703.3,1244.3
2021-06-10 16:31:31,521,677.3,1198.3
2021-06-10 16:31:33,521,677.3,1198.3
2021-06-10 16:31:35,543,705.9,1248.9
2021-06-10 16:31:39,543,705.9,1248.9
2021-06-10 16:31:41,513,666.9,1179.9
2021-06-10 16:31:43,513,666.9,1179.9
2021-06-10 16:31:45,513,666.9,1179.9
2021-06-10 16:31:47,526,683.8,1209.8
2021-06-10 16:31:50,526,683.8,1209.8
2021-06-10 16:31:52,526,683.8,1209.8
2021-06-10 16:31:54,526,683.8,1209.8
2021-06-10 16:31:56,526,683.8,1209.8
2021-06-10 16:31:58,526,683.8,1209.8
2021-06-10 16:32:01,532,691.6,1223.6
2021-06-10 16:32:03,532,691.6,1223.6
2021-06-10 16:32:05,532,691.6,1223.6
2021-06-10 16:32:07,522,678.6,1200.6
2021-06-10 16:32:10,522,678.6,1200.6
2021-06-10 16:32:16,534,694.2,1228.2
2021-06-10 16:32:18,524,681.2,1205.2
2021-06-10 16:32:20,524,681.2,1205.2
2021-06-10 16:32:22,524,681.2,1205.2
2021-06-10 16:32:25,516,670.8,1186.8
2021-06-10 16:32:27,516,670.8,1186.8
2021-06-10 16:32:29,516,670.8,1186.8
2021-06-10 16:32:31,518,673.4,1191.4
2021-06-10 16:32:34,518,673.4,1191.4
2021-06-10 16:32:36,518,673.4,1191.4
2021-06-10 16:32:38,529,687.7,1216.7
2021-06-10 16:32:40,529,687.7,1216.7
2021-06-10 16:32:43,539,700.7,1239.7
2021-06-10 16:32:46,539,700.7,1239.7
2021-06-10 16:32:48,539,700.7,1239.7
2021-06-10 16:32:50,511,664.3,1175.3
2021-06-10 16:32:52,511,664.3,1175.3
2021-06-10 16:32:58,517,672.1,1189.1
2021-06-10 16:33:05,520,676.0,1196.0
2021-06-10 16:33:07,529,687.7,1216.7
2021-06-10 16:33:09,529,687.7,1216.7
2021-06-10 16:33:11,529,687.7,1216.7
2021-06-10 16:33:14,529,687.7,1216.7
2021-06-10 16:33:16,529,687.7,1216.7
2021-06-10 16:33:19,529,687.7,1216.7
2021-06-10 16:33:21,515,669.5,1184.5
2021-06-10 16:33:27,525,682.5,1207.5
2021-06-10 16:33:29,525,682.5,1207.5
2021-06-10 16:33:31,525,682.5,1207.5
2021-06-10 16:33:34,522,678.6,1200.6
2021-06-10 16:33:36,522,678.6,1200.6
2021-06-10 16:33:39,534,694.2,1228.2
2021-06-10 16:33:41,534,694.2,1228.2
2021-06-10 16:33:43,534,694.2,1228.2
2021-06-10 16:33:45,533,692.9,1225.9
2021-06-10 16:33:47,533,692.9,1225.9
2021-06-10 16:33:50,533,692.9,1225.9
2021-06-10 16:33:52,513,666.9,1179.9
2021-06-10 16:33:54,513,666.9,1179.9
2021-06-10 16:33:56,530,689.0,1219.0
2021-06-10 16:33:58,530,689.0,1219.0
2021-06-10 16:34:02,530,689.0,1219.0
2021-06-10 16:34:05,528,686.4,1214.4
2021-06-10 16:34:07,528,686.4,1214.4
2021-06-10 16:34:09,522,678.6,1200.6
2021-06-10 16:34:11,522,678.6,1200.6
2021-06-10 16:34:14,522,678.6,1200.6
2021-06-10 16:34:16,521,677.3,1198.3
2021-06-10 16:34:18,521,677.3,1198.3
2021-06-10 16:34:20,521,677.3,1198.3
2021-06-10 16:34:22,538,699.4,1237.4
2021-06-10 16:34:25,538,699.4,1237.4
2021-06-10 16:34:27,538,699.4,1237.4
2021-06-10 16:34:29,532,691.6,1223.6
2021-06-10 16:34:31,532,691.6,1223.6
2021-06-10 16:34:34,522,678.6,1200.6
2021-06-10 16:34:36,522,678.6,1200.6
2021-06-10 16:34:38,522,678.6,1200.6
2021-06-10 16:34:40,549,713.7,1262.7
2021-06-10 16:34:42,549,713.7,1262.7
2021-06-10 16:34:45,549,713.7,1262.7
2021-06-10 16:34:47,594,772.2,1366.2
2021-06-10 16:34:50,594,772.2,1366.2
2021-06-10 16:34:52,594,772.2,1366.2
2021-06-10 16:34:54,603,783.9,1386.9
2021-06-10 16:34:56,603,783.9,1386.9
2021-06-10 16:34:59,566,735.8,1301.8
2021-06-10 16:35:01,566,735.8,1301.8
2021-06-10 16:35:03,566,735.8,1301.8
2021-06-10 16:35:05,540,702.0,1242.0
2021-06-10 16:35:08,540,702.0,1242.0
2021-06-10 16:35:10,540,702.0,1242.0
2021-06-10 16:35:12,525,682.5,1207.5
2021-06-10 16:35:14,525,682.5,1207.5
2021-06-10 16:35:17,525,682.5,1207.5
2021-06-10 16:35:20,525,682.5,1207.5
2021-06-10 16:35:23,525,682.5,1207.5
2021-06-10 16:35:25,525,682.5,1207.5
2021-06-10 16:35:30,522,678.6,1200.6
2021-06-10 16:35:32,522,678.6,1200.6
2021-06-10 16:35:35,522,678.6,1200.6
2021-06-10 16:35:37,532,691.6,1223.6
2021-06-10 16:35:39,532,691.6,1223.6
2021-06-10 16:35:41,532,691.6,1223.6
2021-06-10 16:35:44,552,717.6,1269.6
2021-06-10 16:35:46,552,717.6,1269.6
2021-06-10 16:35:48,587,763.1,1350.1
2021-06-10 16:35:50,587,763.1,1350.1
2021-06-10 16:35:52,587,763.1,1350.1
2021-06-10 16:35:55,583,757.9,1340.9
2021-06-10 16:35:57,583,757.9,1340.9
2021-06-10 16:35:59,583,757.9,1340.9
2021-06-10 16:36:01,567,737.1,1304.1
2021-06-10 16:36:03,567,737.1,1304.1
2021-06-10 16:36:06,567,737.1,1304.1
2021-06-10 16:36:08,549,713.7,1262.7
2021-06-10 16:36:10,549,713.7,1262.7
2021-06-10 16:36:16,532,691.6,1223.6
2021-06-10 16:36:18,532,691.6,1223.6
2021-06-10 16:36:20,509,661.7,1170.7
2021-06-10 16:36:30,513,666.9,1179.9
2021-06-10 16:36:32,531,690.3,1221.3
2021-06-10 16:36:34,531,690.3,1221.3
2021-06-10 16:36:36,531,690.3,1221.3
2021-06-10 16:36:39,525,682.5,1207.5
2021-06-10 16:36:41,525,682.5,1207.5
2021-06-10 16:36:43,525,682.5,1207.5
2021-06-10 16:36:45,524,681.2,1205.2
2021-06-10 16:36:48,524,681.2,1205.2
2021-06-10 16:36:50,524,681.2,1205.2
2021-06-10 16:36:52,526,683.8,1209.8
2021-06-10 16:36:54,526,683.8,1209.8
2021-06-10 16:36:57,515,669.5,1184.5
2021-06-10 16:37:02,515,669.5,1184.5
2021-06-10 16:37:05,509,661.7,1170.7
2021-06-10 16:37:07,509,661.7,1170.7
2021-06-10 16:37:17,517,672.1,1189.1
2021-06-10 16:37:19,517,672.1,1189.1
2021-06-10 16:37:21,510,663.0,1173.0
2021-06-10 16:37:23,510,663.0,1173.0
2021-06-10 16:37:26,510,663.0,1173.0
2021-06-10 16:37:29,528,686.4,1214.4
2021-06-10 16:37:31,528,686.4,1214.4
2021-06-10 16:37:33,528,686.4,1214.4
2021-06-10 16:37:35,523,679.9,1202.9
2021-06-10 16:37:38,523,679.9,1202.9
2021-06-10 16:37:40,510,663.0,1173.0
2021-06-10 16:37:42,510,663.0,1173.0
2021-06-10 16:37:44,510,663.0,1173.0
2021-06-10 16:37:46,516,670.8,1186.8
2021-06-10 16:37:49,516,670.8,1186.8
2021-06-10 16:37:51,516,670.8,1186.8
2021-06-10 16:37:53,511,664.3,1175.3
2021-06-10 16:37:55,511,664.3,1175.3
2021-06-10 16:38:05,509,661.7,1170.7
2021-06-10 16:38:07,509,661.7,1170.7
2021-06-10 16:38:10,509,661.7,1170.7
2021-06-10 16:38:12,517,672.1,1189.1
2021-06-10 16:38:14,517,672.1,1189.1
2021-06-10 16:38:16,517,672.1,1189.1
2021-06-10 16:38:18,509,661.7,1170.7
2021-06-10 16:38:21,509,661.7,1170.7
2021-06-10 16:38:23,517,672.1,1189.1
2021-06-10 16:38:29,527,685.1,1212.1
2021-06-10 16:38:31,527,685.1,1212.1
2021-06-10 16:38:35,527,685.1,1212.1
2021-06-10 16:38:37,530,689.0,1219.0
2021-06-10 16:38:39,530,689.0,1219.0
2021-06-10 16:38:49,515,669.5,1184.5
2021-06-10 16:38:54,510,663.0,1173.0
2021-06-10 16:38:56,510,663.0,1173.0
2021-06-10 16:39:02,509,661.7,1170.7
2021-06-10 16:39:04,509,661.7,1170.7
2021-06-10 16:39:07,538,699.4,1237.4
2021-06-10 16:39:09,538,699.4,1237.4
2021-06-10 16:39:12,566,735.8,1301.8
2021-06-10 16:39:15,566,735.8,1301.8
2021-06-10 16:39:17,566,735.8,1301.8
2021-06-10 16:39:19,607,789.1,1396.1
2021-06-10 16:39:21,607,789.1,1396.1
2021-06-10 16:39:32,588,764.4,1352.4
2021-06-10 16:39:34,566,735.8,1301.8
2021-06-10 16:39:40,566,735.8,1301.8
2021-06-10 16:39:43,522,678.6,1200.6
2021-06-10 16:39:45,522,678.6,1200.6
2021-06-10 16:39:48,522,678.6,1200.6
2021-06-10 16:39:50,541,703.3,1244.3
2021-06-10 16:39:53,541,703.3,1244.3
2021-06-10 16:39:55,524,681.2,1205.2
2021-06-10 16:39:57,524,681.2,1205.2
2021-06-10 16:39:59,524,681.2,1205.2
2021-06-10 16:40:02,537,698.1,1235.1
2021-06-10 16:40:04,537,698.1,1235.1
2021-06-10 16:40:06,537,698.1,1235.1
2021-06-10 16:40:08,521,677.3,1198.3
2021-06-10 16:40:10,521,677.3,1198.3
2021-06-10 16:40:14,516,670.8,1186.8
2021-06-10 16:40:16,516,670.8,1186.8
2021-06-10 16:40:18,516,670.8,1186.8
2021-06-10 16:40:20,515,669.5,1184.5
2021-06-10 16:40:26,524,681.2,1205.2
2021-06-10 16:40:29,524,681.2,1205.2
2021-06-10 16:40:31,524,681.2,1205.2
2021-06-10 16:40:37,534,694.2,1228.2
2021-06-10 16:40:40,579,752.7,1331.7
2021-06-10 16:40:42,579,752.7,1331.7
2021-06-10 16:40:44,596,774.8,1370.8
2021-06-10 16:40:46,596,774.8,1370.8
2021-06-10 16:40:49,596,774.8,1370.8
2021-06-10 16:40:51,567,737.1,1304.1
2021-06-10 16:40:53,567,737.1,1304.1
2021-06-10 16:41:03,540,702.0,1242.0
2021-06-10 16:41:06,540,702.0,1242.0
2021-06-10 16:41:11,527,685.1,1212.1
2021-06-10 16:41:13,527,685.1,1212.1
2021-06-10 16:41:16,556,722.8,1278.8
2021-06-10 16:41:20,556,722.8,1278.8
2021-06-10 16:41:22,584,759.2,1343.2
2021-06-10 16:41:28,627,815.1,1442.1
2021-06-10 16:41:31,627,815.1,1442.1
2021-06-10 16:41:33,627,815.1,1442.1
2021-06-10 16:41:36,558,725.4,1283.4
2021-06-10 16:41:39,558,725.4,1283.4
2021-06-10 16:41:41,545,708.5,1253.5
2021-06-10 16:41:43,545,708.5,1253.5
2021-06-10 16:41:45,545,708.5,1253.5
2021-06-10 16:41:47,531,690.3,1221.3
2021-06-10 16:41:50,531,690.3,1221.3
2021-06-10 16:41:52,538,699.4,1237.4
2021-06-10 16:41:55,538,699.4,1237.4
2021-06-10 16:41:57,538,699.4,1237.4
2021-06-10 16:42:00,526,683.8,1209.8
2021-06-10 16:42:02,526,683.8,1209.8
2021-06-10 16:42:05,513,666.9,1179.9
2021-06-10 16:42:07,513,666.9,1179.9
2021-06-10 16:42:09,513,666.9,1179.9
2021-06-10 16:42:12,525,682.5,1207.5
2021-06-10 16:42:14,525,682.5,1207.5
2021-06-10 16:42:17,540,702.0,1242.0
2021-06-10 16:42:19,540,702.0,1242.0
2021-06-10 16:42:21,540,702.0,1242.0
2021-06-10 16:42:24,505,656.5,1161.5
2021-06-10 16:42:26,505,656.5,1161.5
2021-06-10 16:42:28,505,656.5,1161.5
2021-06-10 16:42:30,539,700.7,1239.7
2021-06-10 16:42:32,539,700.7,1239.7
2021-06-10 16:42:36,525,682.5,1207.5
2021-06-10 16:42:38,525,682.5,1207.5
2021-06-10 16:42:40,525,682.5,1207.5
2021-06-10 16:42:42,526,683.8,1209.8
2021-06-10 16:42:44,526,683.8,1209.8
2021-06-10 16:42:47,526,683.8,1209.8
2021-06-10 16:42:50,522,678.6,1200.6
2021-06-10 16:42:52,522,678.6,1200.6
2021-06-10 16:42:57,513,666.9,1179.9
2021-06-10 16:43:00,513,666.9,1179.9
2021-06-10 16:43:06,534,694.2,1228.2
2021-06-10 16:43:11,534,694.2,1228.2
2021-06-10 16:43:14,529,687.7,1216.7
2021-06-10 16:43:18,529,687.7,1216.7
2021-06-10 16:43:20,529,687.7,1216.7
2021-06-10 16:43:22,529,687.7,1216.7
2021-06-10 16:43:24,529,687.7,1216.7
2021-06-10 16:43:26,534,694.2,1228.2
2021-06-10 16:43:29,534,694.2,1228.2
2021-06-10 16:43:32,525,682.5,1207.5
2021-06-10 16:43:37,536,696.8,1232.8
2021-06-10 16:43:39,536,696.8,1232.8
2021-06-10 16:43:43,536,696.8,1232.8
2021-06-10 16:43:45,532,691.6,1223.6
2021-06-10 16:43:47,532,691.6,1223.6
2021-06-10 16:43:50,522,678.6,1200.6
2021-06-10 16:43:57,527,685.1,1212.1
2021-06-10 16:44:00,527,685.1,1212.1
2021-06-10 16:44:02,529,687.7,1216.7
2021-06-10 16:44:04,529,687.7,1216.7
2021-06-10 16:44:06,529,687.7,1216.7
2021-06-10 16:44:09,520,676.0,1196.0
2021-06-10 16:44:11,520,676.0,1196.0
2021-06-10 16:44:16,525,682.5,1207.5
2021-06-10 16:44:20,525,682.5,1207.5
2021-06-10 16:44:22,538,699.4,1237.4
2021-06-10 16:44:24,538,699.4,1237.4
2021-06-10 16:44:30,519,674.7,1193.7
2021-06-10 16:44:32,519,674.7,1193.7
2021-06-10 16:44:34,531,690.3,1221.3
2021-06-10 16:44:36,531,690.3,1221.3
2021-06-10 16:44:39,523,679.9,1202.9
2021-06-10 16:44:44,510,663.0,1173.0
2021-06-10 16:44:47,510,663.0,1173.0
2021-06-10 16:44:49,510,663.0,1173.0
2021-06-10 16:44:51,530,689.0,1219.0
2021-06-10 16:44:53,530,689.0,1219.0
2021-06-10 16:44:56,530,689.0,1219.0
2021-06-10 16:44:58,525,682.5,1207.5
2021-06-10 16:45:00,525,682.5,1207.5
2021-06-10 16:45:02,525,682.5,1207.5
2021-06-10 16:45:05,512,665.6,1177.6
2021-06-10 16:45:07,512,665.6,1177.6
2021-06-10 16:45:09,518,673.4,1191.4
2021-06-10 16:45:11,518,673.4,1191.4
2021-06-10 16:45:14,518,673.4,1191.4
2021-06-10 16:45:16,552,717.6,1269.6
2021-06-10 16:45:18,552,717.6,1269.6
2021-06-10 16:45:20,552,717.6,1269.6
2021-06-10 16:45:22,549,713.7,1262.7
2021-06-10 16:45:25,549,713.7,1262.7
2021-06-10 16:45:31,549,713.7,1262.7
2021-06-10 16:45:37,574,746.2,1320.2
2021-06-10 16:45:45,546,709.8,1255.8
2021-06-10 16:45:47,569,739.7,1308.7
2021-06-10 16:45:50,569,739.7,1308.7
2021-06-10 16:45:52,569,739.7,1308.7
2021-06-10 16:45:54,602,782.6,1384.6
2021-06-10 16:45:56,602,782.6,1384.6
2021-06-10 16:45:58,602,782.6,1384.6
2021-06-10 16:46:02,582,756.6,1338.6
2021-06-10 16:46:08,554,720.2,1274.2
2021-06-10 16:46:10,554,720.2,1274.2
2021-06-10 16:46:12,540,702.0,1242.0
2021-06-10 16:46:18,524,681.2,1205.2
2021-06-10 16:46:22,524,681.2,1205.2
2021-06-10 16:46:24,538,699.4,1237.4
2021-06-10 16:46:26,538,699.4,1237.4
2021-06-10 16:46:28,538,699.4,1237.4
2021-06-10 16:46:32,538,699.4,1237.4
2021-06-10 16:46:34,519,674.7,1193.7
2021-06-10 16:46:39,537,698.1,1235.1
2021-06-10 16:46:42,537,698.1,1235.1
2021-06-10 16:46:44,516,670.8,1186.8
2021-06-10 16:46:46,516,670.8,1186.8
2021-06-10 16:46:48,524,681.2,1205.2
2021-06-10 16:46:51,524,681.2,1205.2
2021-06-10 16:47:00,524,681.2,1205.2
2021-06-10 16:47:02,526,683.8,1209.8
2021-06-10 16:47:05,526,683.8,1209.8
2021-06-10 16:47:07,535,695.5,1230.5
2021-06-10 16:47:09,535,695.5,1230.5
2021-06-10 16:47:11,535,695.5,1230.5
2021-06-10 16:47:14,542,704.6,1246.6
2021-06-10 16:47:16,542,704.6,1246.6
2021-06-10 16:47:18,542,704.6,1246.6
2021-06-10 16:47:20,521,677.3,1198.3
2021-06-10 16:47:23,521,677.3,1198.3
2021-06-10 16:47:25,521,677.3,1198.3
2021-06-10 16:47:27,531,690.3,1221.3
2021-06-10 16:47:29,531,690.3,1221.3
2021-06-10 16:47:31,521,677.3,1198.3
2021-06-10 16:47:34,521,677.3,1198.3
2021-06-10 16:47:36,521,677.3,1198.3
2021-06-10 16:47:38,525,682.5,1207.5
2021-06-10 16:47:43,525,682.5,1207.5
2021-06-10 16:47:46,525,682.5,1207.5
2021-06-10 16:47:48,525,682.5,1207.5
2021-06-10 16:47:51,534,694.2,1228.2
2021-06-10 16:47:53,534,694.2,1228.2
2021-06-10 16:48:19,535,695.5,1230.5
2021-06-10 16:48:22,561,729.3,1290.3
2021-06-10 16:48:24,561,729.3,1290.3
2021-06-10 16:48:26,561,729.3,1290.3
2021-06-10 16:48:28,625,812.5,1437.5
2021-06-10 16:49:08,533,692.9,1225.9
2021-06-10 16:49:10,494,642.2,1136.2
2021-06-10 16:49:12,494,642.2,1136.2
2021-06-10 16:49:14,494,642.2,1136.2
2021-06-10 16:49:17,531,690.3,1221.3
2021-06-10 16:49:19,531,690.3,1221.3
2021-06-10 16:49:21,531,690.3,1221.3
2021-06-10 16:49:23,521,677.3,1198.3
2021-06-10 16:49:27,521,677.3,1198.3
2021-06-10 16:49:29,534,694.2,1228.2
2021-06-10 16:49:31,534,694.2,1228.2
2021-06-10 16:49:33,534,694.2,1228.2
2021-06-10 16:49:36,539,700.7,1239.7
2021-06-10 16:49:41,553,718.9,1271.9
2021-06-10 16:49:44,553,718.9,1271.9
2021-06-10 16:49:46,553,718.9,1271.9
2021-06-10 16:49:52,570,741.0,1311.0
2021-06-10 16:49:58,572,743.6,1315.6
2021-06-10 16:50:01,565,734.5,1299.5
2021-06-10 16:50:03,565,734.5,1299.5
2021-06-10 16:50:05,565,734.5,1299.5
2021-06-10 16:50:07,552,717.6,1269.6
2021-06-10 16:50:13,542,704.6,1246.6
2021-06-10 16:50:15,542,704.6,1246.6
2021-06-10 16:50:20,545,708.5,1253.5
2021-06-10 16:50:26,543,705.9,1248.9
2021-06-10 16:50:28,543,705.9,1248.9
2021-06-10 16:50:30,545,708.5,1253.5
2021-06-10 16:50:32,545,708.5,1253.5
2021-06-10 16:50:35,545,708.5,1253.5
2021-06-10 16:50:37,546,709.8,1255.8
2021-06-10 16:50:39,546,709.8,1255.8
2021-06-10 16:50:41,546,709.8,1255.8
2021-06-10 16:50:43,543,705.9,1248.9
2021-06-10 16:50:46,543,705.9,1248.9
2021-06-10 16:50:48,543,705.9,1248.9
2021-06-10 16:50:50,550,715.0,1265.0
2021-06-10 16:50:59,551,716.3,1267.3
2021-06-10 16:51:01,552,717.6,1269.6
2021-06-10 16:51:03,552,717.6,1269.6
2021-06-10 16:51:05,552,717.6,1269.6
2021-06-10 16:51:07,542,704.6,1246.6
2021-06-10 16:51:10,542,704.6,1246.6
2021-06-10 16:51:12,542,704.6,1246.6
2021-06-10 16:51:17,537,698.1,1235.1
2021-06-10 16:51:23,521,677.3,1198.3
2021-06-10 16:51:25,521,677.3,1198.3
2021-06-10 16:51:28,548,712.4,1260.4
2021-06-10 16:51:30,548,712.4,1260.4
2021-06-10 16:51:34,548,712.4,1260.4
2021-06-10 16:51:39,536,696.8,1232.8
2021-06-10 16:51:41,536,696.8,1232.8
2021-06-10 16:51:44,536,696.8,1232.8
2021-06-10 16:51:49,526,683.8,1209.8
2021-06-10 16:51:51,530,689.0,1219.0
2021-06-10 16:51:53,530,689.0,1219.0
2021-06-10 16:52:07,600,780.0,1380.0
2021-06-10 16:52:09,581,755.3,1336.3
2021-06-10 16:52:11,581,755.3,1336.3
2021-06-10 16:52:15,581,755.3,1336.3
2021-06-10 16:52:17,556,722.8,1278.8
2021-06-10 16:52:19,556,722.8,1278.8
2021-06-10 16:52:21,562,730.6,1292.6
